_,id,peer_id,date,message,out,mentioned,media_unread,silent,post,from_scheduled,legacy,edit_hide,pinned,noforwards,invert_media,offline,video_processing_pending,from_id,from_boosts_applied,saved_peer_id,fwd_from,via_bot_id,via_business_bot_id,reply_to,media,reply_markup,entities,views,forwards,replies,edit_date,post_author,grouped_id,reactions,restriction_reason,ttl_period,quick_reply_shortcut_id,effect,factcheck,report_delivery_until_date,action,reactions_are_possible
Message,124895,[object Object],2025-03-24T01:39:24+00:00,"🚀 Kickstart Your Data Science Journey in the AI Era! 📊🔍  

Data Science is one of the most in-demand fields today. Curious about how data is shaping the future? Join Ms. Putu Annand Kurnia Iswari, a Computer Science graduate from UGM, in this insightful session:  

📅 Tuesday, March 25, 2025  
⏰ 19:30 - Until Finished  
📍 Via Zoom  

🔹 What’s in it for you? 🔹  
✅ Certificate & Resources to enhance your portfolio  
✅ Hands-on Learning to develop practical data skills  
✅ Networking Opportunities with fellow data enthusiasts  
✅ Career Insights to help you navigate the Data Science industry  

📌Register now:
🔗 https://bit.ly/ElectivesDataScience25
📷 Scan the QR code on the poster  

Don't miss out on this opportunity! 🚀📈

check the event!
:
https://www.instagram.com/p/DHZwgpthpFL/?igsh=MWsxemNlOGlxM2F6aQ==",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,"[object Object],[object Object]",null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124894,[object Object],2025-03-24T01:39:14+00:00,,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124893,[object Object],2025-03-24T01:38:23+00:00,,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124892,[object Object],2025-03-24T01:38:11+00:00,"🚀 Kickstart Your Data Science Journey in the AI Era! 📊🔍  

Data Science is one of the most in-demand fields today. Curious about how data is shaping the future? Join Ms. Putu Annand Kurnia Iswari, a Computer Science graduate from UGM, in this insightful session:  

📅 Tuesday, March 25, 2025  
⏰ 19:30 - Until Finished  
📍 Via Zoom  

🔹 What’s in it for you? 🔹  
✅ Certificate & Resources to enhance your portfolio  
✅ Hands-on Learning to develop practical data skills  
✅ Networking Opportunities with fellow data enthusiasts  
✅ Career Insights to help you navigate the Data Science industry  

📌Register now:
🔗 https://bit.ly/ElectivesDataScience25
📷 Scan the QR code on the poster  

Don't miss out on this opportunity! 🚀📈

check the event!
:
https://www.instagram.com/p/DHZwgpthpFL/?igsh=MWsxemNlOGlxM2F6aQ==",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,"[object Object],[object Object]",null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124891,[object Object],2025-03-24T01:37:37+00:00,"🚀 Kickstart Your Data Science Journey in the AI Era! 📊🔍  

Data Science is one of the most in-demand fields today. Curious about how data is shaping the future? Join Ms. Putu Annand Kurnia Iswari, a Computer Science graduate from UGM, in this insightful session:  

📅 Tuesday, March 25, 2025  
⏰ 19:30 - Until Finished  
📍 Via Zoom  

🔹 What’s in it for you? 🔹  
✅ Certificate & Resources to enhance your portfolio  
✅ Hands-on Learning to develop practical data skills  
✅ Networking Opportunities with fellow data enthusiasts  
✅ Career Insights to help you navigate the Data Science industry  

📌Register now:
🔗 https://bit.ly/ElectivesDataScience25
📷 Scan the QR code on the poster  

Don't miss out on this opportunity! 🚀📈

check the event!
:
https://www.instagram.com/p/DHZwgpthpFL/?igsh=MWsxemNlOGlxM2F6aQ==",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,"[object Object],[object Object]",null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124890,[object Object],2025-03-24T01:37:19+00:00,,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124889,[object Object],2025-03-24T01:37:04+00:00,,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124888,[object Object],2025-03-24T01:36:51+00:00,"🚀 Kickstart Your Data Science Journey in the AI Era! 📊🔍  

Data Science is one of the most in-demand fields today. Curious about how data is shaping the future? Join Ms. Putu Annand Kurnia Iswari, a Computer Science graduate from UGM, in this insightful session:  

📅 Tuesday, March 25, 2025  
⏰ 19:30 - Until Finished  
📍 Via Zoom  

🔹 What’s in it for you? 🔹  
✅ Certificate & Resources to enhance your portfolio  
✅ Hands-on Learning to develop practical data skills  
✅ Networking Opportunities with fellow data enthusiasts  
✅ Career Insights to help you navigate the Data Science industry  

📌Register now:
🔗 https://bit.ly/ElectivesDataScience25
📷 Scan the QR code on the poster  

Don't miss out on this opportunity! 🚀📈

check the event!
:
https://www.instagram.com/p/DHZwgpthpFL/?igsh=MWsxemNlOGlxM2F6aQ==",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,"[object Object],[object Object]",null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124887,[object Object],2025-03-24T01:36:30+00:00,"🚀 Kickstart Your Data Science Journey in the AI Era! 📊🔍  

Data Science is one of the most in-demand fields today. Curious about how data is shaping the future? Join Ms. Putu Annand Kurnia Iswari, a Computer Science graduate from UGM, in this insightful session:  

📅 Tuesday, March 25, 2025  
⏰ 19:30 - Until Finished  
📍 Via Zoom  

🔹 What’s in it for you? 🔹  
✅ Certificate & Resources to enhance your portfolio  
✅ Hands-on Learning to develop practical data skills  
✅ Networking Opportunities with fellow data enthusiasts  
✅ Career Insights to help you navigate the Data Science industry  

📌Register now:
🔗 https://bit.ly/ElectivesDataScience25
📷 Scan the QR code on the poster  

Don't miss out on this opportunity! 🚀📈

check the event!
:
https://www.instagram.com/p/DHZwgpthpFL/?igsh=MWsxemNlOGlxM2F6aQ==",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,"[object Object],[object Object]",null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124886,[object Object],2025-03-24T01:36:19+00:00,,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124885,[object Object],2025-03-24T01:35:25+00:00,,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124884,[object Object],2025-03-24T01:35:02+00:00,"🚀 Kickstart Your Data Science Journey in the AI Era! 📊🔍  

Data Science is one of the most in-demand fields today. Curious about how data is shaping the future? Join Ms. Putu Annand Kurnia Iswari, a Computer Science graduate from UGM, in this insightful session:  

📅 Tuesday, March 25, 2025  
⏰ 19:30 - Until Finished  
📍 Via Zoom  

🔹 What’s in it for you? 🔹  
✅ Certificate & Resources to enhance your portfolio  
✅ Hands-on Learning to develop practical data skills  
✅ Networking Opportunities with fellow data enthusiasts  
✅ Career Insights to help you navigate the Data Science industry  

📌Register now:
🔗 https://bit.ly/ElectivesDataScience25
📷 Scan the QR code on the poster  

Don't miss out on this opportunity! 🚀📈

check the event!
:
https://www.instagram.com/p/DHZwgpthpFL/?igsh=MWsxemNlOGlxM2F6aQ==",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,"[object Object],[object Object]",null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124876,[object Object],2025-03-23T14:27:05+00:00,"True wkwkwkw kalo sebatas skripsi itu terserah kitanya yg terpenting semua kebutuhan tercapai aja ke misal client pengen fitur A ya kita coba cari bahasa program yg bisa bikin fitur tersebut, sebenernya hampir semua bahasa program bisa membuat fitur yang sama cuman tata cara pengerjaan dan code nya berbeda beda ada yg lebih mudah dan ada yg lebih rumit jadi mending pake bahasa yg kaka kuasai atau yg kaka tau basic nya",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124875,[object Object],2025-03-23T14:07:30+00:00,"Itu sama kaya aplikasi berbasis website gitu ya, bang? Atau beda",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124874,[object Object],2025-03-23T14:04:31+00:00,"Owalah siap mas, terimakasih ilmunya🙏",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124873,[object Object],2025-03-23T14:01:07+00:00,"ini beda konteks ya jika kita ""kerja"" ya memang harus sesuai dengan ketentuan yang ditetapkan, tapi jika memang untuk pribadi/teknis lapangan ya pilihannya ada pada anda sendiri, asal client tidak neko-neko juga 😅",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124872,[object Object],2025-03-23T13:57:51+00:00,"benerr.. bahasa pemrograman itu cuman buat kita-kita aja scope nya.. untuk client asal permintaan mereka bisa terpenuhi aja

ya misalnya, kalau bikin aplikasi mobile (android), kalau kita terbiasa pake Java, dan bisa menangani permintaan client dengan baik ya pakai aja itu, meskipun flutter (misalnya) lebih bagus..",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124871,[object Object],2025-03-23T13:33:34+00:00,tergantung kebutuhan bang,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124870,[object Object],2025-03-23T12:53:15+00:00,Untuk bahasa pemrograman itu biasanya bebas kan yak lur? Asal aplikasinya jadi?,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,2025-03-23T12:53:26+00:00,null,null,null,,null,null,null,null,null,,
Message,124869,[object Object],2025-03-23T12:48:50+00:00,profit ituu,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124868,[object Object],2025-03-23T12:47:17+00:00,"Iya bang rencana kalo jadi ,mau di tawarin ke yang punya tempatnya",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124867,[object Object],2025-03-23T05:28:22+00:00,"Barangkali ada yang punya akun google play console status akun (account closed atau akun ditutup) karena sudah lama tidak digunakan, saya beli 3 - 6 juta Minat PM.",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124866,[object Object],2025-03-23T03:33:03+00:00,"wahh.. ini malah dulu pernah dijadiin bisnis juga 

jadi booking lapangan sepakbola/futsal.. nah ga cmn disitu aja, core bisnisnya hampir mirip kyk esport (turnamen geme online) gitu, jadi nanti ada aplikasi nya untuk fitur booking, lihat jadwal match antar tim, live score, mitra (kolaborasi), dan bnyak investor dari boot minuman / merchandise kyk sepatu futsal & jersey

duit semua itu ✌🏻✨",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124865,[object Object],2025-03-23T03:26:57+00:00,"bisa bangett, di kampus ku 70% ambil skripsi dari hasil magang di UMKM",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124864,[object Object],2025-03-23T03:24:11+00:00,"bikin layanan SAAS, Self As A Service",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124862,[object Object],2025-03-22T13:18:58+00:00,"Kelola customer anda dari berbagai sosial media dalam 1 dashboard 

- support integrasi whatsapp (unofficial boostifyhub.id / mpwa )
- support integrasi messenger (fb,ig)
- support integrasi telegram
- live chat website
- integrasi dengan openai (customer service ai)
- live chat website (embed chat ke website anda)
- dll
 selengkapnya : wa.me/6285692582541",false,false,false,false,false,false,false,true,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],[object Object],null,"[object Object],[object Object]",null,null,null,2025-03-22T14:13:14+00:00,null,null,[object Object],,null,null,null,null,null,,
Message,124861,[object Object],2025-03-22T11:55:48+00:00,aq kerja garap flutter..,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124860,[object Object],2025-03-22T11:54:36+00:00,"iyaa di github juga buanyak bngett yg pake library itu.. tinggal ubah dr yg udah ada aja dripada bikin baru sih.. nah nanti klo mau ngubah² fiturnya tinggal liat dokumentasi nya bailleys aja

alternatifnya sih ada whatsapp-js",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124859,[object Object],2025-03-22T10:50:22+00:00,Kalo gw aplikasi booking  WO cuman berbasis android,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124858,[object Object],2025-03-22T10:49:28+00:00,Mantep,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124857,[object Object],2025-03-22T10:26:30+00:00,sama kayak judul saya sih tapi saya booking untuk fasilitas sarana sekolah sma,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124856,[object Object],2025-03-22T09:28:22+00:00,Temen saya malah ada yg lokasinya diluar kota kak😂😭,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124855,[object Object],2025-03-22T08:56:20+00:00,"nyusahin diri sendiri sih kalo di pt soalnya  waktunya pasti sulit dan butuh biaya lebih :v mending yg deket deket aja , kecuali kalo pt nya deket rumah sih wkwkkw",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124854,[object Object],2025-03-22T08:39:21+00:00,Owalah siap kak,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124853,[object Object],2025-03-22T08:38:44+00:00,"Iya kak, saya udah ngajuin 3 judul, tapi katanya pilih satu yg sekiranya kamu mampu. Saya pilih yg ini karena tempatnya deket dan sistemnya masih manual. Saya cuma ragu aja kak masalah tempatnya takut tiba"" nanti disuruh ganti soalnya temen"" aku pada di PT😅",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124852,[object Object],2025-03-22T08:29:47+00:00,langsung saja kak ke pertanyaan atau job nya pasti banyak ko yg bisa,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124851,[object Object],2025-03-22T08:28:23+00:00,soalnya saya juga sering nge bimbing mhs skripsi :v,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124850,[object Object],2025-03-22T08:26:44+00:00,"bisa aja sih kak, saran saya mending cari objek penelitiannya yang ada disekitar kaka biar mudah untuk dokumentasinya dan pengambilan datanya , misal umkm di daerah kaka, terus misal toko toko di sekitar atau misal ada usaha lain yang masih manual dan sekiranya bagus nih buat dibikin digitalisasi gas aja, kalo dosen itu biasnya nyuruh mhs itu cari minimal 3 objek penelitian atu 3 judul",false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
Message,124849,[object Object],2025-03-22T07:09:35+00:00,bnyk,false,false,false,false,false,false,false,false,false,false,false,false,false,[object Object],null,null,null,null,null,[object Object],null,null,,null,null,null,null,null,null,null,,null,null,null,null,null,,
